formula,Temperature,zt
Bi1.975Na0.025Ba2Co2O8,750,0.080584944
Bi1.975Na0.025Ba2Co2O8,800,0.091497006
Bi1.975Na0.025Ba2Co2O8,850,0.107452547
Bi1.975Na0.025Ba2Co2O8,900,0.127214241
Bi1.975Na0.025Ba2Co2O8C0.04,750,0.100374583
Bi1.975Na0.025Ba2Co2O8C0.04,800,0.120964852
Bi1.975Na0.025Ba2Co2O8C0.04,850,0.142210152
Bi1.975Na0.025Ba2Co2O8C0.04,900,0.159434289
Bi1.975Na0.025Ba2Co2O8C0.08,750,0.110188813
Bi1.975Na0.025Ba2Co2O8C0.08,800,0.134720363
Bi1.975Na0.025Ba2Co2O8C0.08,850,0.155723195
Bi1.975Na0.025Ba2Co2O8C0.08,900,0.173821797
Bi1.975Na0.025Ba2Co2O8C0.12,750,0.117176268
Bi1.975Na0.025Ba2Co2O8C0.12,800,0.134432542
Bi1.975Na0.025Ba2Co2O8C0.12,850,0.156655446
Bi1.975Na0.025Ba2Co2O8C0.12,900,0.182116342
Bi1.975Na0.025Ba2Co2O8C0.4,750,0.119130625
Bi1.975Na0.025Ba2Co2O8C0.4,800,0.141879428
Bi1.975Na0.025Ba2Co2O8C0.4,850,0.169893242
Bi1.975Na0.025Ba2Co2O8C0.4,900,0.195443121
Bi1.975Na0.025Ba2Co2O8C0.8,750,0.082373007
Bi1.975Na0.025Ba2Co2O8C0.8,800,0.094666223
Bi1.975Na0.025Ba2Co2O8C0.8,850,0.111848933
Bi1.975Na0.025Ba2Co2O8C0.8,900,0.136795051
Bi1.97Cu0.03S3,400,0.019632566
Bi1.97Ga0.03Te3,400,0.018625571
Bi1.97Ga0.03Te3,450,0.044822469
Bi1.97Ga0.03Te3,500,0.085626356
Bi1.98Ag0.06S3,400,0.085503284
Bi1.98Ca0.02Se3,50,0.002276877
Bi1.98Ga0.02Te3,350,0.427552736
Bi1.98Ga0.02Te3,400,0.138504491
Bi1.98Ga0.02Te3,450,0.010296395
Bi1.98Ga0.02Te3,500,0.0025291
Bi1.995Cu0.005S3,350,0.054516229
Bi1.995Cu0.005S3,400,0.122365881
Bi1.995Cu0.005S3,450,0.178232609
Bi1.995Cu0.005S3,500,0.238707531
Bi1.998Cu0.002S3,350,0.069687098
Bi1.998Cu0.002S3,400,0.102471195
Bi1.998Cu0.002S3,450,0.138081665
Bi1.998Cu0.002S3,500,0.177706903
Bi1.99Cu0.01S3,400,0.026944993
Bi1.99Cu0.01S3,450,0.054899892
Bi1.99Ga0.01Te3,350,0.463216369
Bi1.99Ga0.01Te3,500,0.012651604
Bi1.9Ba0.1Sr2Co2O8,500,0.044765404
Bi1.9Ba0.1Sr2Co2O8,550,0.056166184
Bi1.9Ba0.1Sr2Co2O8,600,0.064595697
Bi1.9Ba0.1Sr2Co2O8,650,0.072395433
Bi1.9Ba0.1Sr2Co2O8,700,0.083923011
Bi1.9Ba0.1Sr2Co2O8,750,0.103432768
Bi1.9Ba0.1Sr2Co2O8,800,0.132956355
Bi1.9Ba0.1Sr2Co2O8,850,0.170183332
Bi1.9Ba0.1Sr2Co2O8,900,0.20634176
Bi1.9Ba0.1Sr2Co2O8,950,0.224078801
Bi1.9In0.1Te3,350,0.650047241
Bi1.9In0.1Te3,400,0.640524965
Bi1.9In0.1Te3,450,0.573130777
Bi1.9In0.1Te3,500,0.478911991
Bi1.9In0.1Te3,550,0.390768148
Bi1.9Lu0.1Te3,300,0.271214519
Bi1.9Lu0.1Te3,350,0.263619121
Bi1.9Lu0.1Te3,400,0.247400465
Bi1.9Lu0.1Te3,450,0.254217722
Bi1.9Lu0.1Te3,500,0.231742353
Bi1.9Lu0.1Te3,550,0.201345458
Bi1.9Lu0.1Te3,600,0.143695342
Bi1.9Na0.1Sr2Co1.95W0.05O,350,0.021806131
Bi1.9Na0.1Sr2Co1.95W0.05O,400,0.030819372
Bi1.9Na0.1Sr2Co1.95W0.05O,450,0.04363772
Bi1.9Na0.1Sr2Co1.95W0.05O,500,0.059860869
Bi1.9Na0.1Sr2Co1.95W0.05O,550,0.078695714
Bi1.9Na0.1Sr2Co1.95W0.05O,600,0.099167716
Bi1.9Na0.1Sr2Co1.95W0.05O,650,0.120332262
Bi1.9Na0.1Sr2Co1.95W0.05O,700,0.141486034
Bi1.9Na0.1Sr2Co1.95W0.05O,750,0.162378369
Bi1.9Na0.1Sr2Co1.95W0.05O,800,0.183422627
Bi1.9Na0.1Sr2Co1.95W0.05O,850,0.205907549
Bi1.9Na0.1Sr2Co1.95W0.05O,900,0.232208627
Bi1.9Na0.1Sr2Co1.95W0.05O,950,0.265999465
Bi1.9Sb0.1Te3,100,0.042187654
Bi1.9Sb0.1Te3,150,0.115551612
Bi1.9Sb0.1Te3,200,0.215698523
Bi1.9Sb0.1Te3,250,0.343732018
Bi1.9Sb0.1Te3,300,0.492597924
Bi1.9Sb0.1Te3,350,0.645790385
Bi12Sb28Te60,300,0.570555557
Bi12Sb28Te60,350,0.874597204
Bi12Sb28Te60,400,0.956847724
Bi12Sb28Te60,450,0.76187333
Bi2.04Se2.99,100,0.012705968
Bi2.04Se2.99,250,0.093556356
Bi2.12Se2.99,50,0.000492522
Bi2.12Se2.99,200,0.026095754
Bi2.2Sr2Co2O9,400,0.042316535
Bi2.2Sr2Co2O9,450,0.043431783
Bi2.2Sr2Co2O9,500,0.045095486
Bi2.2Sr2Co2O9,550,0.048466299
Bi2.2Sr2Co2O9,600,0.053818733
Bi2.2Sr2Co2O9,650,0.060801382
Bi2.2Sr2Co2O9,700,0.068695152
Bi2.2Sr2Co2O9,750,0.07667148
Bi2.2Sr2Co2O9,800,0.084050563
Bi2.2Sr2Co2O9,850,0.090559586
Bi2.2Sr2Co2O9,900,0.096590939
Bi2.2Sr2Co2O9,950,0.10346045
Bi2.37Se2.99,100,0.004409637
Bi2.37Se2.99,150,0.013123663
Bi2.37Se2.99,250,0.036531519
Bi2Ba2Co2O8,750,0.076108246
Bi2Ba2Co2O8,800,0.085966926
Bi2Ba2Co2O8,850,0.09676247
Bi2Ba2Co2O8,900,0.109622861
Bi2Ca2Co1.7O8,350,0.011310894
Bi2Ca2Co1.7O8,400,0.009723472
Bi2Ca2Co1.7O8,450,0.026322839
Bi2Ca2Co1.7O8,500,0.032633926
Bi2Ca2Co1.7O8,550,0.03885216
Bi2Ca2Co1.7O8,600,0.034548659
Bi2Ca2Co1.7O8,650,0.040549457
Bi2Ca2Co1.7O8,700,0.047789221
Bi2Ca2Co1.7O8,750,0.056516008
Bi2Ca2Co1.7O8,800,0.066568311
Bi2Ca2Co1.7O8,850,0.092345541
Bi2Ca2Co2O8,350,0.134529396
Bi2Ga0.01Te2.99,350,0.376232171
Bi2Ga0.01Te2.99,400,0.117554535
Bi2Ga0.11Te2.89,350,0.109124474
Bi2Ga0.11Te2.89,400,0.127721389
Bi2Ga0.11Te2.89,450,0.150848446
Bi2Ga0.11Te2.89,500,0.17209029
Bi2S2.85,350,0.04767818
Bi2S2.85,400,0.060935068
Bi2S2.85,450,0.069406087
Bi2S2.85,500,0.077511732
Bi2S2.85,550,0.085117497
Bi2S2.90,350,0.063225491
Bi2S2.90,400,0.090905513
Bi2S2.90,450,0.100149097
Bi2S2.90,500,0.103378232
Bi2S2.90,550,0.100151929
Bi2S2.95,350,0.059508609
Bi2S2.95,400,0.077515546
Bi2S2.95,450,0.084653897
Bi2S2.95,500,0.087201882
Bi2S2.95,550,0.091967583
Bi2S3,50,0.002919542
Bi2S3,100,0.009232253
Bi2S3,150,0.01849824
Bi2S3,200,0.031132687
Bi2S3,250,0.047886734
Bi2S3,300,0.069216235
Bi2S3,350,0.057141652
Bi2S3,400,0.07147619
Bi2S3,450,0.08822587
Bi2S3,500,0.112048299
Bi2S3,550,0.123972285
Bi2S3,600,0.156439625
Bi2S3,650,0.141420863
Bi2S3,750,0.06790471
Bi2SbTe3,100,0.017614591
Bi2SbTe3,150,0.051552604
Bi2SbTe3,200,0.100437959
Bi2SbTe3,250,0.16589502
Bi2SbTe3,300,0.239210151
Bi2SbTe3,350,0.304699697
Bi2Se0.3Te2.7,400,0.326441618
Bi2Se0.3Te2.7,450,0.172820319
Bi2Se1S2,350,0.224439071
Bi2Se1S2,400,0.26350414
Bi2Se1S2,450,0.308468887
Bi2Se1S2,500,0.345511344
Bi2Se1S2,550,0.421692176
Bi2Se1S2,600,0.491803272
Bi2Se1S2,650,0.568145062
Bi2Se1S2,700,0.654451482
Bi2Se1S2,750,0.75965115
Bi2Se2.53,250,0.011218205
Bi2Se2S1,300,0.035673806
Bi2Se2S1,350,0.054983326
Bi2Se2S1,400,0.077909545
Bi2Se2S1,450,0.115007069
Bi2Se2S1,500,0.189867228
Bi2Se3,50,0.000304538
Bi2Se3,300,0.163867054
Bi2Se3,350,0.128435859
Bi2Se3,400,0.143518926
Bi2Se3,450,0.156931005
Bi2Se3,500,0.170800657
Bi2Se3,550,0.275440679
Bi2Sr1.1La0.8CaCu2O8,100,0.007991331
Bi2Sr1.9Ca0.1Co2O,200,0.011576555
Bi2Sr1.9Ca0.1Co2O,250,0.010371578
Bi2Sr2Co1.7O9,400,0.003517884
Bi2Sr2Co1.7O9,450,0.005217946
Bi2Sr2Co1.7O9,500,0.007615204
Bi2Sr2Co1.7O9,550,0.009675821
Bi2Sr2Co1.7O9,600,0.011113595
Bi2Sr2Co1.7O9,650,0.012201576
Bi2Sr2Co1.7O9,700,0.013583686
Bi2Sr2Co1.7O9,750,0.016086332
Bi2Sr2Co1.7O9,800,0.020530028
Bi2Sr2Co1.7O9,850,0.027541008
Bi2Sr2Co1.9Zr0.1O,150,0.001717569
Bi2Sr2Co2O,100,0.000146053
Bi2Sr2Co2O,150,0.003590737
Bi2Sr2Co2O,200,0.004528385
Bi2Sr2Co2O,250,0.008203232
Bi2Sr2Co2O,300,0.007404686
Bi2Sr2Co2O,400,0.032626765
Bi2Sr2Co2O8,300,0.021162779
Bi2Sr2Co2O8,350,0.025120228
Bi2Sr2Co2O8,400,0.037403312
Bi2Sr2Co2O8,450,0.042847736
Bi2Sr2Co2O8,500,0.051251362
Bi2Sr2Co2O8,550,0.079221048
Bi2Sr2Co2O8,600,0.074542232
Bi2Sr2Co2O8,650,0.081224219
Bi2Sr2Co2O8,700,0.084195547
Bi2Sr2Co2O8,750,0.09584221
Bi2Sr2Co2O8,800,0.110744335
Bi2Sr2Co2O8,850,0.128709205
Bi2Sr2Co2O8,900,0.148071729
Bi2Sr2Co2O8,950,0.165180738
Bi2Sr2Co2O9,500,0.007654818
Bi2Sr2Co2O9,550,0.010580142
Bi2Sr2Co2O9,600,0.012547824
Bi2Sr2Co2O9,650,0.014080547
Bi2Sr2Co2O9,700,0.016177874
Bi2Sr2Co2O9,750,0.019658458
Bi2Sr2Co2O9,800,0.024502252
Bi2Sr2Co2O9,850,0.029192718
Bi2Te1.51Se1.38,100,0.017973599
Bi2Te1.51Se1.38,150,0.043623052
Bi2Te1.51Se1.38,200,0.068722849
Bi2Te1.51Se1.38,250,0.08474508
Bi2Te1.63Se1.23,100,0.045283466
Bi2Te1.63Se1.23,150,0.133861352
Bi2Te1.63Se1.23,200,0.254482737
Bi2Te1.63Se1.23,250,0.367176278
Bi2Te1.71Se1.10,100,0.013244366
Bi2Te1.71Se1.10,150,0.034014983
Bi2Te1.71Se1.10,200,0.05526925
Bi2Te1.71Se1.10,250,0.069149032
Bi2Te1S2,350,0.026466577
Bi2Te1S2,400,0.041826659
Bi2Te1S2,450,0.05949661
Bi2Te1S2,500,0.085435814
Bi2Te1Se2,300,0.10659226
Bi2Te1Se2,350,0.137116853
Bi2Te1Se2,400,0.176045001
Bi2Te1Se2,450,0.218527017
Bi2Te1Se2,500,0.25807263
Bi2Te2,550,0.469579038
Bi2Te2.16Se0.71,200,0.013451341
Bi2Te2.1Se0.9,350,0.441189079
Bi2Te2.1Se0.9,400,0.508055753
Bi2Te2.1Se0.9,450,0.58233701
Bi2Te2.1Se0.9,500,0.518189583
Bi2Te2.25Se0.75,300,0.576525824
Bi2Te2.25Se0.75,350,0.720241384
Bi2Te2.25Se0.75,400,0.832120913
Bi2Te2.25Se0.75,450,0.933986597
Bi2Te2.25Se0.75,500,0.96306797
Bi2Te2.28Se0.72,350,0.335360459
Bi2Te2.28Se0.72,400,0.363106525
Bi2Te2.28Se0.72,450,0.348684577
Bi2Te2.28Se0.72,500,0.306091246
Bi2Te2.28Se0.72,550,0.256849076
Bi2Te2.3Se0.3S0.4,300,0.522481749
Bi2Te2.3Se0.3S0.4,350,0.621768786
Bi2Te2.3Se0.3S0.4,400,0.699551975
Bi2Te2.3Se0.3S0.4,450,0.742277468
Bi2Te2.3Se0.3S0.4,500,0.734286396
Bi2Te2.3Se0.3S0.4,550,0.679713053
Bi2Te2.4Se0.6,350,0.49834985
Bi2Te2.4Se0.6,400,0.599001954
Bi2Te2.4Se0.6,450,0.645074061
Bi2Te2.4Se0.6,500,0.630170159
Bi2Te2.4Se0.6C0.03,350,0.538535974
Bi2Te2.4Se0.6C0.07,300,0.394339962
Bi2Te2.4Se0.6C0.07,350,0.478797384
Bi2Te2.4Se0.6C0.07,400,0.479192651
Bi2Te2.4Se0.6C0.07,450,0.201304024
Bi2Te2.4Se0.6C0.2,350,0.323291812
Bi2Te2.4Se0.6C0.2,400,0.3135289
Bi2Te2.4Se0.6C0.2,450,0.28839556
Bi2Te2.4Se0.6C0.3,300,0.263800598
Bi2Te2.4Se0.6C0.3,350,0.320315048
Bi2Te2.4Se0.6C0.3,400,0.312046338
Bi2Te2.4Se0.6C0.3,450,0.295658919
Bi2Te2.5Se0.3S0.2,350,0.790504914
Bi2Te2.5Se0.3S0.2,400,0.839086994
Bi2Te2.5Se0.3S0.2,450,0.840139331
Bi2Te2.5Se0.3S0.2,500,0.774748921
Bi2Te2.5Se0.3S0.2,550,0.647353458
Bi2Te2.5Se0.5,300,0.611824616
Bi2Te2.5Se0.5,350,0.55482548
Bi2Te2.5Se0.5,400,0.631112178
Bi2Te2.5Se0.5,450,0.658348215
Bi2Te2.5Se0.5,500,0.630582159
Bi2Te2.65Se0.35,350,0.595925504
Bi2Te2.65Se0.35,400,0.573753442
Bi2Te2.65Se0.35,450,0.506568804
Bi2Te2.65Se0.35,500,0.418917281
Bi2Te2.65Se0.35,550,0.335924959
Bi2Te2.6Se0.4,350,0.494987404
Bi2Te2.6Se0.4,400,0.569805955
Bi2Te2.6Se0.4,450,0.583335442
Bi2Te2.6Se0.4,500,0.544813871
Bi2Te2.73Se0.27,350,1.011291855
Bi2Te2.73Se0.27,400,0.862074404
Bi2Te2.73Se0.27,450,0.691336804
Bi2Te2.73Se0.27,500,0.546557843
Bi2Te2.73Se0.27,550,0.420021362
Bi2Te2.79Se0.21Cl0.005,350,0.503492609
Bi2Te2.79Se0.21Cl0.005,400,0.628169208
Bi2Te2.79Se0.21Cl0.005,450,0.58874244
Bi2Te2.7Se0.3,100,0.043036788
Bi2Te2.7Se0.3,150,0.095862998
Bi2Te2.7Se0.3,200,0.165580239
Bi2Te2.7Se0.3,250,0.237906092
Bi2Te2.7Se0.3,300,0.588126397
Bi2Te2.7Se0.3,350,0.730548398
Bi2Te2.7Se0.3,400,0.772919913
Bi2Te2.7Se0.3,450,0.714491155
Bi2Te2.7Se0.3,500,0.568988129
Bi2Te2.85Se0.3,350,0.472395988
Bi2Te2.85Se0.3,400,0.559476697
Bi2Te2.85Se0.3,450,0.583250967
Bi2Te2.85Se0.3,500,0.446269701
Bi2Te2S,150,0.108390433
Bi2Te2S1,300,0.403699507
Bi2Te2S1,350,0.53772349
Bi2Te2S1,400,0.643095937
Bi2Te2S1,450,0.730045442
Bi2Te2S1,500,0.791686274
Bi2Te2S1,550,0.813887175
Bi2Te2S1,600,0.785140172
Bi2Te2S1,650,0.70642938
Bi2Te3,50,0.022603606
Bi2Te3,100,0.048303271
Bi2Te3,150,0.121134526
Bi2Te3,200,0.194609621
Bi2Te3,250,0.454572268
Bi2Te3,300,0.41378652
Bi2Te3,350,0.553774795
Bi2Te3,400,0.597993721
Bi2Te3,450,0.630772161
Bi2Te3,500,0.645561115
Bi2Te3,550,0.461793788
Bi2Te3,600,0.266575094
Bi2Te3,650,0.263631226
Bi2Te3 ,350,0.257023655
Bi2Te3 ,400,0.260605881
Bi2Te3 ,450,0.235750386
Bi2Te3 ,500,0.191053443
Bi2Te3 ,550,0.147214143
Bi2Te3 ,600,0.11928854
Bi2Te3C0.6,400,0.731530106
Bi2Te3C0.6,450,0.738683206
Bi2Te3C0.9,50,0.016116662
Bi2Te3C0.9,100,0.081770634
Bi2Te3C0.9,150,0.178986065
Bi2Te3C0.9,200,0.299024577
Bi2Te3C0.9,250,0.416920751
Bi4O4S3,100,0.009793219
Bi4O4S3,250,0.028476597
Bi5.6Sb2.4Se7,100,0.022149849
Bi5.6Sb2.4Se7,150,0.067764736
Bi5.6Sb2.4Se7,200,0.139990659
Bi5.6Sb2.4Se7,250,0.222601252
Bi6.8Sb1.2Se7,150,0.077677537
Bi6.8Sb1.2Se7,200,0.145465185
Bi6.8Sb1.2Se7,250,0.229563751
Bi6Sb2Se7,100,0.038094222
Bi7.2Sb0.8Se7,150,0.09205296
Bi81.05Sb18.2Sn0.75,200,0.022148723
Bi99.91In0.09,50,0.013568733
Bi99.91In0.09,100,0.115441043
Bi99.91In0.09,200,0.313532789
Bi99.91In0.09,250,0.351329944
BiCu0.60Ag0.40SeO,150,0.03694887
BiCu0.60Ag0.40SeO,200,0.048145862
BiCu0.60Ag0.40SeO,250,0.050545698
BiCu0.70Ag0.30SeO,150,0.055442938
BiCu0.70Ag0.30SeO,200,0.06918241
BiCu0.70Ag0.30SeO,250,0.071964941
BiCu0.80Ag0.20SeO,100,0.026125815
BiCu0.80Ag0.20SeO,150,0.046273738
BiCu0.80Ag0.20SeO,200,0.056986642
BiCu0.80Ag0.20SeO,250,0.061566139
BiCu0.90Ag0.10SeO,100,0.010578112
BiCu0.90Ag0.10SeO,150,0.009500662
BiCu0.94SeO,350,0.087176688
BiCu0.94SeO,400,0.117579573
BiCu0.94SeO,450,0.166712457
BiCu0.94SeO,500,0.243916551
BiCu0.94SeO,550,0.347425543
BiCu0.94SeO,600,0.468990873
BiCu0.94SeO,650,0.598507012
BiCu0.94SeO,700,0.72863674
BiCu0.94SeO,750,0.859436424
BiCu0.97SeO,400,0.087390342
BiCu0.97SeO,450,0.115863917
BiCu0.97SeO,500,0.178595607
BiCu0.97SeO,600,0.401420876
BiCu0.97SeO,650,0.528908303
BiCu0.97SeO,700,0.634904787
BiCuSe0.95O,550,0.075496141
BiCuSe0.95O,600,0.088135518
BiCuSe0.9O,350,0.027896466
BiCuSe0.9O,400,0.029153784
BiCuSe0.9O,450,0.02808438
BiCuSe0.9O,650,0.048324357
BiCuSeO,300,0.014480003
BiCuSeO,350,0.031746242
BiCuSeO,400,0.034872394
BiCuSeO,450,0.063504361
BiCuSeO,500,0.073660628
BiCuSeO,550,0.102772366
BiCuSeO,600,0.137977934
BiCuSeO,650,0.187785728
BiCuSeO,700,0.234349668
BiCuSeO,750,0.334627564
BiOCuSe,400,0.151893034
BiOCuSe,450,0.172471385
BiOCuSe,500,0.195346333
BiOCuSe,550,0.222701357
BiOCuSe,600,0.262023139
BiSbSTe2,250,0.03565304
BiSbSTe2,300,0.054083317
BiSbSTe2,350,0.076249252
BiSbTe1.5Se1.5,300,0.180601239
BiSbTe1.5Se1.5,350,0.246904484
BiSbTe1.5Se1.5,400,0.319240552
BiSbTe1.5Se1.5,450,0.375356237
BiSbTe1.5Se1.5,500,0.386199347
BiSbTe3,350,0.780195469
BiSbTe3,400,0.950963493
BiSbTe3,450,0.956927813
BiSbTe3,500,0.843364234
BiTe,300,0.018612255
BiTe,350,0.061181307
BiTe,400,0.129365283
BiTe,450,0.156196738
BiTe,500,0.169729987
BiTe,550,0.167752759
BiTeI,50,0.001047311
BiTeI,150,0.014746785
BiTeI,350,0.083008471
BiTeI,400,0.130330941
BiTeI,450,0.199915674
BiTeI,500,0.27606155
BiTeI,550,0.36186095
BiTeI0.88Br0.12,350,0.141143419
BiTeI0.88Br0.12,400,0.199677205
BiTeI0.88Br0.12,450,0.27698868
BiTeI0.88Br0.12,500,0.368459397
BiTeI0.88Br0.12,550,0.456899886
BiTeI0.94Br0.06,350,0.113940541
BiTeI0.94Br0.06,400,0.166377113
BiTeI0.94Br0.06,450,0.232637387
BiTeI0.94Br0.06,500,0.313691765
BiTeI0.94Br0.06,550,0.388321973
BiTeSe,350,0.597414248
BiTeSe,400,0.663585083
BiTeSe,450,0.651871881
BiTeSe,500,0.567445385
BiTeSe,550,0.442131529
Br0.0004PbSe,450,0.552705304
Br0.0004PbSe,500,0.621699265
Br0.0004PbSe,600,0.687854465
Br0.0004PbSe,650,0.688438873
Br0.0004PbSe,700,0.67261815
Br0.0004PbSe,750,0.643253631
Br0.0004PbSe,800,0.599691455
Br0.0018PbSe,550,0.596361261
Br0.006PbSe,550,0.63739865
Ca0.05Co4Sb12,350,0.102492328
Ca0.05Co4Sb12,400,0.144174319
Ca0.05Co4Sb12,450,0.18816818
Ca0.05Co4Sb12,500,0.231466675
Ca0.05Co4Sb12,550,0.271325944
Ca0.05Co4Sb12,600,0.305358086
Ca0.05Co4Sb12,650,0.331623741
Ca0.05Co4Sb12,700,0.348724669
Ca0.05Co4Sb12,750,0.355896338
Ca0.08Co4Sb12,350,0.047380609
Ca0.08Co4Sb12,400,0.069270023
Ca0.08Co4Sb12,450,0.097281603
Ca0.08Co4Sb12,500,0.13243145
Ca0.08Co4Sb12,550,0.172924974
Ca0.08Co4Sb12,600,0.214966078
Ca0.08Co4Sb12,650,0.253566344
Ca0.08Co4Sb12,700,0.283354219
Ca0.08Co4Sb12,750,0.299384202
Ca0.15Co3.98Ni0.02Sb11.80,350,0.141657654
Ca0.15Co3.98Ni0.02Sb11.80,400,0.182070586
Ca0.15Co3.98Ni0.02Sb11.80,450,0.229223903
Ca0.15Co3.98Ni0.02Sb11.80,500,0.282514925
Ca0.15Co3.98Ni0.02Sb11.80,550,0.3395031
Ca0.15Co3.98Ni0.02Sb11.80,600,0.396648036
Ca0.15Co3.98Ni0.02Sb11.80,650,0.450047544
Ca0.15Co3.98Ni0.02Sb11.80,700,0.496175673
Ca0.15Co3.98Ni0.02Sb11.80,750,0.532620747
Ca0.18Co3.94Ni0.06Sb12.40,350,0.150424969
Ca0.18Co3.94Ni0.06Sb12.40,400,0.194249554
Ca0.18Co3.94Ni0.06Sb12.40,450,0.245708788
Ca0.18Co3.94Ni0.06Sb12.40,500,0.304124192
Ca0.18Co3.94Ni0.06Sb12.40,550,0.368179707
Ca0.18Co3.94Ni0.06Sb12.40,600,0.436242504
Ca0.18Co3.94Ni0.06Sb12.40,650,0.506683788
Ca0.18Co3.94Ni0.06Sb12.40,700,0.578199616
Ca0.18Co3.94Ni0.06Sb12.40,750,0.650131701
Ca0.18Co3.97Ni0.03Sb12.40,300,0.171191293
Ca0.18Co3.97Ni0.03Sb12.40,350,0.224646317
Ca0.18Co3.97Ni0.03Sb12.40,400,0.284143
Ca0.18Co3.97Ni0.03Sb12.40,450,0.350887555
Ca0.18Co3.97Ni0.03Sb12.40,500,0.424943733
Ca0.18Co3.97Ni0.03Sb12.40,550,0.505550772
Ca0.18Co3.97Ni0.03Sb12.40,600,0.591441343
Ca0.18Co3.97Ni0.03Sb12.40,650,0.681159505
Ca0.18Co3.97Ni0.03Sb12.40,700,0.773378651
Ca0.18Co3.97Ni0.03Sb12.40,750,0.867219462
Ca0.1Ce0.05Co4Sb12,600,0.061869297
Ca0.1Ce0.15Co4Sb12,350,0.308222208
Ca0.1Ce0.15Co4Sb12,400,0.400529972
Ca0.1Ce0.15Co4Sb12,450,0.491364624
Ca0.1Ce0.15Co4Sb12,500,0.583779256
Ca0.1Ce0.15Co4Sb12,550,0.672708895
Ca0.1Ce0.15Co4Sb12,600,0.748653047
Ca0.1Ce0.15Co4Sb12,650,0.801358256
Ca0.1Ce0.15Co4Sb12,700,0.82350064
Ca0.1Ce0.15Co4Sb12,750,0.814368452
Ca0.1Ce0.1Co4Sb12,250,0.164540622
Ca0.1Ce0.1Co4Sb12,300,0.035284943
Ca0.1Ce0.1Co4Sb12,350,0.06761825
Ca0.1Ce0.1Co4Sb12,400,0.109464045
Ca0.1Ce0.1Co4Sb12,450,0.157970396
Ca0.1Ce0.1Co4Sb12,650,0.336457398
Ca0.1Ce0.1Co4Sb12,700,0.356086468
Ca0.1Ce0.1Co4Sb12,750,0.359328098
Ca0.1Co4Sb12,350,0.112838791
Ca0.1Co4Sb12,400,0.156255346
Ca0.1Co4Sb12,450,0.203652057
Ca0.1Co4Sb12,500,0.254676352
Ca0.1Co4Sb12,550,0.308382573
Ca0.1Co4Sb12,600,0.362933232
Ca0.1Co4Sb12,650,0.415300254
Ca0.1Eu0.9Zn2Sb2,350,0.153733799
Ca0.1Eu0.9Zn2Sb2,400,0.207962445
Ca0.1Eu0.9Zn2Sb2,450,0.275303275
Ca0.1Eu0.9Zn2Sb2,500,0.356812299
Ca0.1Eu0.9Zn2Sb2,550,0.448055703
Ca0.1Eu0.9Zn2Sb2,600,0.543225314
Ca0.1Eu0.9Zn2Sb2,650,0.63925407
Ca0.1Eu0.9Zn2Sb2,700,0.739931479
Ca0.25Ce0.75Fe4Sb12,350,0.196924827
Ca0.25Ce0.75Fe4Sb12,400,0.242262603
Ca0.25Ce0.75Fe4Sb12,450,0.296930833
Ca0.25Ce0.75Fe4Sb12,500,0.358227144
Ca0.25Ce0.75Fe4Sb12,550,0.422978722
Ca0.25Ce0.75Fe4Sb12,600,0.487430824
Ca0.25Ce0.75Fe4Sb12,650,0.547135283
Ca0.25Ce0.75Fe4Sb12,700,0.596839017
Ca0.25Ce0.75Fe4Sb12,750,0.630372538
Ca0.25Co4Sb12,50,0.004914968
Ca0.25Co4Sb12,100,0.020827575
Ca0.25Co4Sb12,150,0.050991378
Ca0.25Co4Sb12,200,0.095089588
Ca0.25Co4Sb12,400,0.3852034
Ca0.25Co4Sb12,450,0.476467356
Ca0.25Co4Sb12,600,0.758552769
Ca0.25Co4Sb12,650,0.848171403
Ca0.25Co4Sb12,750,1.011061101
Ca0.25Yb0.75Zn2Sb2,550,0.318403447
Ca0.25Yb0.75Zn2Sb2,750,0.546843836
Ca0.2Co4Sb12,350,0.049026882
Ca0.2Co4Sb12,400,0.074478897
Ca0.2Co4Sb12,450,0.103390984
Ca0.2Co4Sb12,500,0.136288192
Ca0.2Co4Sb12,550,0.173226438
Ca0.2Co4Sb12,750,0.369570358
Ca0.2Co4Sb12.46,350,0.05179104
Ca0.2Co4Sb12.46,400,0.073985763
Ca0.2Co4Sb12.46,450,0.101695572
Ca0.2Co4Sb12.46,500,0.134593394
Ca0.2Co4Sb12.46,550,0.171514015
Ca0.2Co4Sb12.46,600,0.211347594
Ca0.2Co4Sb12.46,650,0.253933197
Ca0.2Co4Sb12.46,700,0.300952315
Ca0.2Co4Sb12.46,750,0.356822389
Ca0.3Eu0.7Zn2Sb2,350,0.124536394
Ca0.3Eu0.7Zn2Sb2,400,0.178134639
Ca0.3Eu0.7Zn2Sb2,450,0.237503787
Ca0.3Eu0.7Zn2Sb2,500,0.29830028
Ca0.3Eu0.7Zn2Sb2,550,0.361843976
Ca0.3Eu0.7Zn2Sb2,600,0.432457154
Ca0.3Eu0.7Zn2Sb2,650,0.514803514
Ca0.3Eu0.7Zn2Sb2,700,0.611227187
Ca0.40Ce0.60Ag0.40Sb,350,0.071571213
Ca0.40Ce0.60Ag0.40Sb,500,0.112385474
Ca0.40Ce0.60Ag0.40Sb,550,0.122520985
Ca0.40Ce0.60Ag0.40Sb,600,0.133533575
